"State","Year","Deaths","Death_Rate","Pct_of_Total_Deaths","Multiple_Cause_of_death","log_of_Deaths","log_of_Pct_of_Deaths","log_of_Death_Rate"
"Florida",2014,724,4.6,0.2,"Other opioids",6.58479139238572,-1.6094379124341,1.52605630349505
"Florida",2014,230,1.5,0.1,"Methadone",5.4380793089232,-2.30258509299405,0.405465108108164
"Florida",2014,353,2.2,0.1,"Other synthetic narcotics",5.8664680569333,-2.30258509299405,0.78845736036427
"Florida",2014,1657,10.5,0.5,"All Opioids",7.41276401742656,-0.693147180559945,2.35137525716348
"Florida",2015,567,3.5,0.2,"Heroin",6.34035930372775,-1.6094379124341,1.25276296849537
"Florida",2015,815,5,0.3,"Other opioids",6.70318811324086,-1.20397280432594,1.6094379124341
"Florida",2015,210,1.3,0.1,"Methadone",5.34710753071747,-2.30258509299405,0.262364264467491
"Florida",2015,617,3.8,0.2,"Other synthetic narcotics",6.42486902390539,-1.6094379124341,1.33500106673234
"Florida",2015,2209,13.6,0.8,"All Opioids",7.70029520342012,-0.22314355131421,2.61006979274201
"District of Columbia",2000,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2000,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2000,0,0,0,"All Opioids",0,0,0
"District of Columbia",2001,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2001,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2001,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2001,0,0,0,"All Opioids",0,0,0
"District of Columbia",2002,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2002,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2002,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2002,0,0,0,"All Opioids",0,0,0
"District of Columbia",2003,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2003,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2003,10,NA,0,"Methadone",2.30258509299405,0,NA
"District of Columbia",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2003,10,0,0,"All Opioids",2.30258509299405,0,0
"District of Columbia",2004,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2004,19,NA,0,"Other opioids",2.94443897916644,0,NA
"District of Columbia",2004,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2004,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2004,19,0,0,"All Opioids",2.94443897916644,0,0
"District of Columbia",2005,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2005,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2005,10,NA,0,"Methadone",2.30258509299405,0,NA
"District of Columbia",2005,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2005,10,0,0,"All Opioids",2.30258509299405,0,0
"District of Columbia",2006,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2006,17,NA,0,"Other opioids",2.83321334405622,0,NA
"District of Columbia",2006,13,NA,0,"Methadone",2.56494935746154,0,NA
"District of Columbia",2006,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2006,30,0,0,"All Opioids",3.40119738166216,0,0
"District of Columbia",2007,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2007,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2007,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2007,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2007,0,0,0,"All Opioids",0,0,0
"District of Columbia",2008,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2008,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2008,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2008,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2008,0,0,0,"All Opioids",0,0,0
"District of Columbia",2009,NA,NA,NA,"Heroin",NA,NA,NA
"District of Columbia",2009,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2009,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2009,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2009,0,0,0,"All Opioids",0,0,0
"District of Columbia",2010,16,NA,0,"Heroin",2.77258872223978,0,NA
"District of Columbia",2010,NA,NA,NA,"Other opioids",NA,NA,NA
"District of Columbia",2010,10,NA,0,"Methadone",2.30258509299405,0,NA
"District of Columbia",2010,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2010,26,0,0,"All Opioids",3.25809653802148,0,0
"District of Columbia",2011,24,4.7,0,"Heroin",3.17805383034795,0,1.54756250871601
"District of Columbia",2011,12,NA,0,"Other opioids",2.484906649788,0,NA
"District of Columbia",2011,13,NA,0,"Methadone",2.56494935746154,0,NA
"District of Columbia",2011,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2011,49,4.7,0,"All Opioids",3.89182029811063,0,1.54756250871601
"District of Columbia",2012,25,4.8,0,"Heroin",3.2188758248682,0,1.56861591791385
"District of Columbia",2012,14,NA,0,"Other opioids",2.63905732961526,0,NA
"District of Columbia",2012,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2012,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2012,39,4.8,0,"All Opioids",3.66356164612965,0,1.56861591791385
"District of Columbia",2013,35,6.5,0,"Heroin",3.55534806148941,0,1.87180217690159
"District of Columbia",2013,10,NA,0,"Other opioids",2.30258509299405,0,NA
"District of Columbia",2013,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2013,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"District of Columbia",2013,45,6.5,0,"All Opioids",3.80666248977032,0,1.87180217690159
"District of Columbia",2014,38,7,0,"Heroin",3.63758615972639,0,1.94591014905531
"District of Columbia",2014,20,3.7,0,"Other opioids",2.99573227355399,0,1.30833281965018
"District of Columbia",2014,10,NA,0,"Methadone",2.30258509299405,0,NA
"District of Columbia",2014,13,NA,0,"Other synthetic narcotics",2.56494935746154,0,NA
"District of Columbia",2014,81,10.7,0,"All Opioids",4.39444915467244,0,2.37024374146786
"District of Columbia",2015,67,12.1,0,"Heroin",4.20469261939097,0,2.4932054526027
"District of Columbia",2015,22,4,0,"Other opioids",3.09104245335832,0,1.38629436111989
"District of Columbia",2015,NA,NA,NA,"Methadone",NA,NA,NA
"District of Columbia",2015,27,4.9,0,"Other synthetic narcotics",3.29583686600433,0,1.58923520511658
"District of Columbia",2015,116,21,0,"All Opioids",4.75359019110636,0,3.04452243772342
"Delaware",2000,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"Delaware",2000,NA,NA,NA,"Methadone",NA,NA,NA
"Delaware",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2000,0,0,0,"All Opioids",0,0,0
"Delaware",2001,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2001,10,NA,0,"Other opioids",2.30258509299405,0,NA
"Delaware",2001,NA,NA,NA,"Methadone",NA,NA,NA
"Delaware",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2001,10,0,0,"All Opioids",2.30258509299405,0,0
"Delaware",2002,15,NA,0,"Heroin",2.70805020110221,0,NA
"Delaware",2002,23,3.8,0,"Other opioids",3.13549421592915,0,1.33500106673234
"Delaware",2002,NA,NA,NA,"Methadone",NA,NA,NA
"Delaware",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2002,38,3.8,0,"All Opioids",3.63758615972639,0,1.33500106673234
"Delaware",2003,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2003,16,NA,0,"Other opioids",2.77258872223978,0,NA
"Delaware",2003,14,NA,0,"Methadone",2.63905732961526,0,NA
"Delaware",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2003,30,0,0,"All Opioids",3.40119738166216,0,0
"Delaware",2004,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2004,15,NA,0,"Other opioids",2.70805020110221,0,NA
"Delaware",2004,NA,NA,NA,"Methadone",NA,NA,NA
"Delaware",2004,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2004,15,0,0,"All Opioids",2.70805020110221,0,0
"Delaware",2005,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2005,12,NA,0,"Other opioids",2.484906649788,0,NA
"Delaware",2005,10,NA,0,"Methadone",2.30258509299405,0,NA
"Delaware",2005,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2005,22,0,0,"All Opioids",3.09104245335832,0,0
"Delaware",2006,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2006,16,NA,0,"Other opioids",2.77258872223978,0,NA
"Delaware",2006,16,NA,0,"Methadone",2.77258872223978,0,NA
"Delaware",2006,14,NA,0,"Other synthetic narcotics",2.63905732961526,0,NA
"Delaware",2006,46,0,0,"All Opioids",3.8286413964891,0,0
"Delaware",2007,10,NA,0,"Heroin",2.30258509299405,0,NA
"Delaware",2007,15,NA,0,"Other opioids",2.70805020110221,0,NA
"Delaware",2007,21,3.2,0,"Methadone",3.04452243772342,0,1.16315080980568
"Delaware",2007,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2007,46,3.2,0,"All Opioids",3.8286413964891,0,1.16315080980568
"Delaware",2008,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2008,31,4.6,0,"Other opioids",3.43398720448515,0,1.52605630349505
"Delaware",2008,19,NA,0,"Methadone",2.94443897916644,0,NA
"Delaware",2008,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Delaware",2008,50,4.6,0,"All Opioids",3.91202300542815,0,1.52605630349505
"Delaware",2009,NA,NA,NA,"Heroin",NA,NA,NA
"Delaware",2009,46,6.7,0,"Other opioids",3.8286413964891,0,1.90210752639692
"Delaware",2009,24,3.5,0,"Methadone",3.17805383034795,0,1.25276296849537
"Delaware",2009,21,3.1,0,"Other synthetic narcotics",3.04452243772342,0,1.1314021114911
"Delaware",2009,91,13.3,0,"All Opioids",4.51085950651685,0,2.58776403522771
"Delaware",2010,17,NA,0,"Heroin",2.83321334405622,0,NA
"Delaware",2010,55,7.9,0,"Other opioids",4.00733318523247,0,2.06686275947298
"Delaware",2010,25,3.6,0,"Methadone",3.2188758248682,0,1.28093384546206
"Delaware",2010,17,NA,0,"Other synthetic narcotics",2.83321334405622,0,NA
"Delaware",2010,114,11.5,0,"All Opioids",4.7361984483945,0,2.4423470353692
"Delaware",2011,15,NA,0,"Heroin",2.70805020110221,0,NA
"Delaware",2011,61,8.7,0,"Other opioids",4.11087386417331,0,2.16332302566054
"Delaware",2011,19,NA,0,"Methadone",2.94443897916644,0,NA
"Delaware",2011,14,NA,0,"Other synthetic narcotics",2.63905732961526,0,NA
"Delaware",2011,109,8.7,0,"All Opioids",4.69134788222914,0,2.16332302566054
"Delaware",2012,20,2.8,0,"Heroin",2.99573227355399,0,1.02961941718116
"Delaware",2012,37,5.2,0,"Other opioids",3.61091791264422,0,1.64865862558738
"Delaware",2012,11,NA,0,"Methadone",2.39789527279837,0,NA
"Delaware",2012,18,NA,0,"Other synthetic narcotics",2.89037175789616,0,NA
"Delaware",2012,86,8,0,"All Opioids",4.45434729625351,0,2.07944154167984
"Delaware",2013,39,5.4,0,"Heroin",3.66356164612965,0,1.68639895357023
"Delaware",2013,34,4.7,0,"Other opioids",3.52636052461616,0,1.54756250871601
"Delaware",2013,22,3,0,"Methadone",3.09104245335832,0,1.09861228866811
"Delaware",2013,23,3.2,0,"Other synthetic narcotics",3.13549421592915,0,1.16315080980568
"Delaware",2013,118,16.3,0,"All Opioids",4.77068462446567,0,2.79116510781272
"Delaware",2014,54,7.4,0,"Heroin",3.98898404656427,0,2.00148000021012
"Delaware",2014,38,5.2,0,"Other opioids",3.63758615972639,0,1.64865862558738
"Delaware",2014,24,3.3,0,"Methadone",3.17805383034795,0,1.19392246847243
"Delaware",2014,29,4,0,"Other synthetic narcotics",3.36729582998647,0,1.38629436111989
"Delaware",2014,145,19.9,0,"All Opioids",4.97673374242057,0,2.99071973173045
"Delaware",2015,66,8.9,0,"Heroin",4.18965474202643,0,2.18605127673809
"Delaware",2015,37,5,0,"Other opioids",3.61091791264422,0,1.6094379124341
"Delaware",2015,14,NA,0,"Methadone",2.63905732961526,0,NA
"Delaware",2015,39,5.3,0,"Other synthetic narcotics",3.66356164612965,0,1.66770682055808
"Delaware",2015,156,19.2,0,"All Opioids",5.04985600724954,0,2.95491027903374
"Connecticut",2000,113,4.4,0,"Heroin",4.72738781871234,0,1.48160454092422
"Connecticut",2000,NA,NA,NA,"Other opioids",NA,NA,NA
"Connecticut",2000,16,NA,0,"Methadone",2.77258872223978,0,NA
"Connecticut",2000,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Connecticut",2000,129,4.4,0,"All Opioids",4.85981240436167,0,1.48160454092422
"Connecticut",2001,98,3.8,0,"Heroin",4.58496747867057,0,1.33500106673234
"Connecticut",2001,19,NA,0,"Other opioids",2.94443897916644,0,NA
"Connecticut",2001,16,NA,0,"Methadone",2.77258872223978,0,NA
"Connecticut",2001,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Connecticut",2001,133,3.8,0,"All Opioids",4.89034912822175,0,1.33500106673234
"Connecticut",2002,89,3.4,0,"Heroin",4.48863636973214,0,1.22377543162212
"Connecticut",2002,24,0.9,0,"Other opioids",3.17805383034795,0,-0.105360515657826
"Connecticut",2002,24,0.9,0,"Methadone",3.17805383034795,0,-0.105360515657826
"Connecticut",2002,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Connecticut",2002,137,5.2,0,"All Opioids",4.91998092582813,0,1.64865862558738
"Connecticut",2003,108,4.1,0,"Heroin",4.68213122712422,0,1.41098697371026
"Connecticut",2003,23,0.9,0,"Other opioids",3.13549421592915,0,-0.105360515657826
"Connecticut",2003,19,NA,0,"Methadone",2.94443897916644,0,NA
"Connecticut",2003,NA,NA,NA,"Other synthetic narcotics",NA,NA,NA
"Connecticut",2003,150,5,0,"All Opioids",5.01063529409626,0,1.6094379124341
"Connecticut",2004,93,3.5,0,"Heroin",4.53259949315326,0,1.25276296849537
"Connecticut",2004,31,1.2,0,"Other opioids",3.43398720448515,0,0.182321556793955
"Connecticut",2004,42,1.6,0,"Methadone",3.73766961828337,0,0.470003629245736
"Connecticut",2004,10,NA,0,"Other synthetic narcotics",2.30258509299405,0,NA
"Connecticut",2004,176,6.3,0,"All Opioids",5.17048399503815,0,1.84054963339749
"Connecticut",2005,82,3.1,0,"Heroin",4.40671924726425,0,1.1314021114911
"Connecticut",2005,27,1,0,"Other opioids",3.29583686600433,0,0
"Connecticut",2005,38,1.4,0,"Methadone",3.63758615972639,0,0.336472236621213
"Connecticut",2005,11,NA,0,"Other synthetic narcotics",2.39789527279837,0,NA
"Connecticut",2005,158,5.5,0,"All Opioids",5.06259503302697,0,1.70474809223843
"Connecticut",2006,92,3.4,0,"Heroin",4.52178857704904,0,1.22377543162212
"Connecticut",2006,39,1.5,0,"Other opioids",3.66356164612965,0,0.405465108108164
"Connecticut",2006,60,2.2,0,"Methadone",4.0943445622221,0,0.78845736036427
"Connecticut",2006,13,NA,0,"Other synthetic narcotics",2.56494935746154,0,NA
"Connecticut",2006,204,7.1,0,"All Opioids",5.31811999384422,0,1.96009478404727
"Connecticut",2007,120,4.5,0,"Heroin",4.78749174278205,0,1.50407739677627
"Connecticut",2007,34,1.3,0,"Other opioids",3.52636052461616,0,0.262364264467491
"Connecticut",2007,56,2.1,0,"Methadone",4.02535169073515,0,0.741937344729377
"Connecticut",2007,22,0.8,0,"Other synthetic narcotics",3.09104245335832,0,-0.22314355131421
"Connecticut",2007,232,8.7,0,"All Opioids",5.44673737166631,0,2.16332302566054
"Connecticut",2008,108,4,0,"Heroin",4.68213122712422,0,1.38629436111989
"Connecticut",2008,39,1.4,0,"Other opioids",3.66356164612965,0,0.336472236621213
"Connecticut",2008,47,1.7,0,"Methadone",3.85014760171006,0,0.53062825106217
"Connecticut",2008,16,NA,0,"Other synthetic narcotics",2.77258872223978,0,NA
"Connecticut",2008,210,7.1,0,"All Opioids",5.34710753071747,0,1.96009478404727
"Connecticut",2009,100,3.6,0,"Heroin",4.60517018598809,0,1.28093384546206
"Connecticut",2009,32,1.2,0,"Other opioids",3.46573590279973,0,0.182321556793955
"Connecticut",2009,42,1.5,0,"Methadone",3.73766961828337,0,0.405465108108164
"Connecticut",2009,21,0.8,0,"Other synthetic narcotics",3.04452243772342,0,-0.22314355131421
"Connecticut",2009,195,7.1,0,"All Opioids",5.27299955856375,0,1.96009478404727
"Connecticut",2010,77,2.8,0,"Heroin",4.34380542185368,0,1.02961941718116
"Connecticut",2010,43,1.6,0,"Other opioids",3.76120011569356,0,0.470003629245736
"Connecticut",2010,43,1.6,0,"Methadone",3.76120011569356,0,0.470003629245736
"Connecticut",2010,22,0.8,0,"Other synthetic narcotics",3.09104245335832,0,-0.22314355131421
"Connecticut",2010,185,6.8,0,"All Opioids",5.22035582507832,0,1.91692261218206
"Connecticut",2011,85,3.1,0,"Heroin",4.44265125649032,0,1.1314021114911
"Connecticut",2011,44,1.6,0,"Other opioids",3.78418963391826,0,0.470003629245736
"Connecticut",2011,32,1.2,0,"Methadone",3.46573590279973,0,0.182321556793955
"Connecticut",2011,16,NA,0,"Other synthetic narcotics",2.77258872223978,0,NA
"Connecticut",2011,177,5.9,0,"All Opioids",5.17614973257383,0,1.77495235091167
"Connecticut",2012,97,3.5,0,"Heroin",4.57471097850338,0,1.25276296849537
"Connecticut",2012,37,1.3,0,"Other opioids",3.61091791264422,0,0.262364264467491
"Connecticut",2012,25,0.9,0,"Methadone",3.2188758248682,0,-0.105360515657826
"Connecticut",2012,15,NA,0,"Other synthetic narcotics",2.70805020110221,0,NA
"Connecticut",2012,174,5.7,0,"All Opioids",5.15905529921453,0,1.7404661748405
"Connecticut",2013,229,8.1,0.1,"Heroin",5.43372200355424,-2.30258509299405,2.09186406167839
"Connecticut",2013,145,5.2,0,"Other opioids",4.97673374242057,0,1.64865862558738
"Connecticut",2013,49,1.7,0,"Methadone",3.89182029811063,0,0.53062825106217
"Connecticut",2013,53,1.9,0,"Other synthetic narcotics",3.97029191355212,0,0.641853886172395
"Connecticut",2013,476,16.9,0.1,"All Opioids",6.16541785423142,-2.30258509299405,2.82731362192903
"Connecticut",2014,299,10.6,0.1,"Heroin",5.70044357339069,-2.30258509299405,2.36085400111802
"Connecticut",2014,159,5.6,0.1,"Other opioids",5.06890420222023,-2.30258509299405,1.7227665977411
"Connecticut",2014,52,1.8,0,"Methadone",3.95124371858143,0,0.587786664902119
"Connecticut",2014,92,3.3,0,"Other synthetic narcotics",4.52178857704904,0,1.19392246847243
"Connecticut",2014,602,21.3,0.2,"All Opioids",6.40025744530882,-1.6094379124341,3.05870707271538
"Connecticut",2015,391,13.8,0.1,"Heroin",5.96870755998537,-2.30258509299405,2.62466859216316
"Connecticut",2015,187,6.6,0.1,"Other opioids",5.23110861685459,-2.30258509299405,1.88706964903238
"Connecticut",2015,73,2.6,0,"Methadone",4.29045944114839,0,0.955511445027436
"Connecticut",2015,210,7.4,0.1,"Other synthetic narcotics",5.34710753071747,-2.30258509299405,2.00148000021012
"Connecticut",2015,861,30.4,0.3,"All Opioids",6.75809450442773,-1.20397280432594,3.41444260841218
"Colorado",2000,38,1.2,0,"Heroin",3.63758615972639,0,0.182321556793955
"Colorado",2000,62,1.9,0,"Other opioids",4.12713438504509,0,0.641853886172395
"Colorado",2000,17,NA,0,"Methadone",2.83321334405622,0,NA
"Colorado",2000,24,0.7,0,"Other synthetic narcotics",3.17805383034795,0,-0.356674943938732
"Colorado",2000,141,3.8,0,"All Opioids",4.94875989037817,0,1.33500106673234
"Colorado",2001,22,0.7,0,"Heroin",3.09104245335832,0,-0.356674943938732
"Colorado",2001,99,3,0,"Other opioids",4.59511985013459,0,1.09861228866811
"Colorado",2001,21,0.6,0,"Methadone",3.04452243772342,0,-0.510825623765991
"Colorado",2001,19,NA,0,"Other synthetic narcotics",2.94443897916644,0,NA
"Colorado",2001,161,4.3,0,"All Opioids",5.08140436498446,0,1.45861502269952
"Colorado",2002,28,0.8,0,"Heroin",3.3322045101752,0,-0.22314355131421
"Colorado",2002,75,2.2,0,"Other opioids",4.31748811353631,0,0.78845736036427
"Colorado",2002,27,0.8,0,"Methadone",3.29583686600433,0,-0.22314355131421
"Colorado",2002,31,0.9,0,"Other synthetic narcotics",3.43398720448515,0,-0.105360515657826
"Colorado",2002,161,4.7,0,"All Opioids",5.08140436498446,0,1.54756250871601
"Colorado",2003,23,0.7,0,"Heroin",3.13549421592915,0,-0.356674943938732
"Colorado",2003,74,2.2,0,"Other opioids",4.30406509320417,0,0.78845736036427
"Colorado",2003,32,0.9,0,"Methadone",3.46573590279973,0,-0.105360515657826
"Colorado",2003,23,0.7,0,"Other synthetic narcotics",3.13549421592915,0,-0.356674943938732
"Colorado",2003,152,4.5,0,"All Opioids",5.02388052084628,0,1.50407739677627
"Colorado",2004,23,0.7,0,"Heroin",3.13549421592915,0,-0.356674943938732
"Colorado",2004,82,2.4,0,"Other opioids",4.40671924726425,0,0.8754687373539
"Colorado",2004,40,1.2,0,"Methadone",3.68887945411394,0,0.182321556793955
"Colorado",2004,23,0.7,0,"Other synthetic narcotics",3.13549421592915,0,-0.356674943938732
"Colorado",2004,168,5,0,"All Opioids",5.12396397940326,0,1.6094379124341
"Colorado",2005,42,1.2,0,"Heroin",3.73766961828337,0,0.182321556793955
"Colorado",2005,110,3.2,0,"Other opioids",4.70048036579242,0,1.16315080980568
"Colorado",2005,54,1.6,0,"Methadone",3.98898404656427,0,0.470003629245736
"Colorado",2005,36,1,0,"Other synthetic narcotics",3.58351893845611,0,0
"Colorado",2005,242,7,0,"All Opioids",5.48893772615669,0,1.94591014905531
"Colorado",2006,39,1.1,0,"Heroin",3.66356164612965,0,0.0953101798043249
"Colorado",2006,130,3.7,0,"Other opioids",4.86753445045558,0,1.30833281965018
"Colorado",2006,59,1.7,0,"Methadone",4.07753744390572,0,0.53062825106217
"Colorado",2006,28,0.8,0,"Other synthetic narcotics",3.3322045101752,0,-0.22314355131421
"Colorado",2006,256,7.3,0,"All Opioids",5.54517744447956,0,1.98787434815435
"Colorado",2007,39,1.1,0,"Heroin",3.66356164612965,0,0.0953101798043249
"Colorado",2007,194,5.4,0.1,"Other opioids",5.26785815906333,-2.30258509299405,1.68639895357023
"Colorado",2007,60,1.7,0,"Methadone",4.0943445622221,0,0.53062825106217
"Colorado",2007,44,1.2,0,"Other synthetic narcotics",3.78418963391826,0,0.182321556793955
"Colorado",2007,337,9.4,0.1,"All Opioids",5.82008293035236,-2.30258509299405,2.24070968927596
"Colorado",2008,48,1.3,0,"Heroin",3.87120101090789,0,0.262364264467491
"Colorado",2008,182,4.9,0.1,"Other opioids",5.2040066870768,-2.30258509299405,1.58923520511658
"Colorado",2008,47,1.3,0,"Methadone",3.85014760171006,0,0.262364264467491
"Colorado",2008,38,1,0,"Other synthetic narcotics",3.63758615972639,0,0
"Colorado",2008,315,8.5,0.1,"All Opioids",5.75257263882563,-2.30258509299405,2.14006616349627
"Colorado",2009,73,1.9,0,"Heroin",4.29045944114839,0,0.641853886172395
"Colorado",2009,173,4.6,0.1,"Other opioids",5.15329159449778,-2.30258509299405,1.52605630349505
"Colorado",2009,58,1.5,0,"Methadone",4.06044301054642,0,0.405465108108164
"Colorado",2009,68,1.8,0,"Other synthetic narcotics",4.21950770517611,0,0.587786664902119
"Colorado",2009,372,9.8,0.1,"All Opioids",5.91889385427315,-2.30258509299405,2.28238238567653
"Colorado",2010,46,1.2,0,"Heroin",3.8286413964891,0,0.182321556793955
"Colorado",2010,146,3.8,0,"Other opioids",4.98360662170834,0,1.33500106673234
"Colorado",2010,50,1.3,0,"Methadone",3.91202300542815,0,0.262364264467491
"Colorado",2010,59,1.6,0,"Other synthetic narcotics",4.07753744390572,0,0.470003629245736
"Colorado",2010,301,7.9,0,"All Opioids",5.70711026474888,0,2.06686275947298
"Colorado",2011,80,2.1,0,"Heroin",4.38202663467388,0,0.741937344729377
"Colorado",2011,196,5,0.1,"Other opioids",5.27811465923052,-2.30258509299405,1.6094379124341
"Colorado",2011,61,1.6,0,"Methadone",4.11087386417331,0,0.470003629245736
"Colorado",2011,78,2,0,"Other synthetic narcotics",4.35670882668959,0,0.693147180559945
"Colorado",2011,415,10.7,0.1,"All Opioids",6.0282785202307,-2.30258509299405,2.37024374146786
"Colorado",2012,91,2.3,0,"Heroin",4.51085950651685,0,0.832909122935104
"Colorado",2012,225,5.7,0.1,"Other opioids",5.41610040220442,-2.30258509299405,1.7404661748405
"Colorado",2012,45,1.1,0,"Methadone",3.80666248977032,0,0.0953101798043249
"Colorado",2012,53,1.3,0,"Other synthetic narcotics",3.97029191355212,0,0.262364264467491
"Colorado",2012,414,10.4,0.1,"All Opioids",6.02586597382531,-2.30258509299405,2.34180580614733
"Colorado",2013,120,3,0,"Heroin",4.78749174278205,0,1.09861228866811
"Colorado",2013,219,5.4,0.1,"Other opioids",5.3890717298165,-2.30258509299405,1.68639895357023
"Colorado",2013,43,1.1,0,"Methadone",3.76120011569356,0,0.0953101798043249
"Colorado",2013,69,1.7,0,"Other synthetic narcotics",4.23410650459726,0,0.53062825106217
"Colorado",2013,451,11.2,0.1,"All Opioids",6.11146733950268,-2.30258509299405,2.41591377830105
"Colorado",2014,158,3.8,0.1,"Heroin",5.06259503302697,-2.30258509299405,1.33500106673234
"Colorado",2014,262,6.4,0.1,"Other opioids",5.5683445037611,-2.30258509299405,1.85629799036563
"Colorado",2014,51,1.2,0,"Methadone",3.93182563272433,0,0.182321556793955
"Colorado",2014,84,2,0,"Other synthetic narcotics",4.43081679884331,0,0.693147180559945
"Colorado",2014,555,13.4,0.2,"All Opioids",6.31896811374643,-1.6094379124341,2.59525470695687
"Colorado",2015,162,3.9,0.1,"Heroin",5.08759633523238,-2.30258509299405,1.3609765531356
"Colorado",2015,268,6.4,0.1,"Other opioids",5.59098698051086,-2.30258509299405,1.85629799036563
"Colorado",2015,36,0.9,0,"Methadone",3.58351893845611,0,-0.105360515657826
"Colorado",2015,65,1.5,0,"Other synthetic narcotics",4.17438726989564,0,0.405465108108164
"Colorado",2015,531,12.7,0.2,"All Opioids",6.27476202124194,-1.6094379124341,2.54160199346455
"California",2000,345,1.4,0.1,"Heroin",5.84354441703136,-2.30258509299405,0.336472236621213
"California",2000,667,2.7,0.2,"Other opioids",6.50279004591562,-1.6094379124341,0.993251773010283
"California",2000,54,0.2,0,"Methadone",3.98898404656427,0,-1.6094379124341
"California",2000,72,0.3,0,"Other synthetic narcotics",4.27666611901606,0,-1.20397280432594
"California",2000,1138,4.6,0.3,"All Opioids",7.03702761468628,-1.20397280432594,1.52605630349505
"California",2001,232,0.9,0.1,"Heroin",5.44673737166631,-2.30258509299405,-0.105360515657826
"California",2001,345,1.4,0.1,"Other opioids",5.84354441703136,-2.30258509299405,0.336472236621213
"California",2001,41,0.2,0,"Methadone",3.71357206670431,0,-1.6094379124341
